title,nct_number,locations,lng,lat,drug,source,rank,acronym,status,study_results,conditions,interventions,outcome_measures,sponsor_collaborators,gender,age,phases,enrollment,funded_bys,study_type,study_designs,other_i_ds,start_date,primary_completion_date,completion_date,first_posted,results_first_posted,last_update_posted,study_documents,url,popuptext
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Spitalul Clinic de Boli Infecţioase Sfânta Parascheva Iaşi, Iasi, Romania",27.5843775,47.170543,Remdesivir,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-remdesivir.csv,8,NA,Available,No Results Available,SARS-CoV2 Infection,Drug: Remdesivir,NA,Gilead Sciences,All,"12 Years and older   (Child, Adult, Older Adult)",NA,NA,Industry,Expanded Access:Treatment IND/Protocol,NA,GS-US-540-5821|2020-001453-49,NA,NA,NA,"March 27, 2020",NA,"June 9, 2020",NA,https://ClinicalTrials.gov/show/NCT04323761,"<b>Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19)</b><br /><i>Available, n = NA</i><br />Spitalul Clinic de Boli Infecţioase Sfânta Parascheva Iaşi, Iasi, Romania"
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Clinical hospital for infectious disease, Timisoara, Romania",21.2086793,45.7488716,Remdesivir,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-remdesivir.csv,8,NA,Available,No Results Available,SARS-CoV2 Infection,Drug: Remdesivir,NA,Gilead Sciences,All,"12 Years and older   (Child, Adult, Older Adult)",NA,NA,Industry,Expanded Access:Treatment IND/Protocol,NA,GS-US-540-5821|2020-001453-49,NA,NA,NA,"March 27, 2020",NA,"June 9, 2020",NA,https://ClinicalTrials.gov/show/NCT04323761,"<b>Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19)</b><br /><i>Available, n = NA</i><br />Clinical hospital for infectious disease, Timisoara, Romania"
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Univerzitná Nemocnica L. Pasteura Košice - Pracovisko Rastislavova 43, Košice, Slovakia",21.2554657,48.7078402,Remdesivir,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-remdesivir.csv,8,NA,Available,No Results Available,SARS-CoV2 Infection,Drug: Remdesivir,NA,Gilead Sciences,All,"12 Years and older   (Child, Adult, Older Adult)",NA,NA,Industry,Expanded Access:Treatment IND/Protocol,NA,GS-US-540-5821|2020-001453-49,NA,NA,NA,"March 27, 2020",NA,"June 9, 2020",NA,https://ClinicalTrials.gov/show/NCT04323761,"<b>Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19)</b><br /><i>Available, n = NA</i><br />Univerzitná Nemocnica L. Pasteura Košice - Pracovisko Rastislavova 43, Košice, Slovakia"
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Univerzitetni Klinicni Center Ljubljana, Ljubljana, Slovenia",14.5216619,46.0541576,Remdesivir,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-remdesivir.csv,8,NA,Available,No Results Available,SARS-CoV2 Infection,Drug: Remdesivir,NA,Gilead Sciences,All,"12 Years and older   (Child, Adult, Older Adult)",NA,NA,Industry,Expanded Access:Treatment IND/Protocol,NA,GS-US-540-5821|2020-001453-49,NA,NA,NA,"March 27, 2020",NA,"June 9, 2020",NA,https://ClinicalTrials.gov/show/NCT04323761,"<b>Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19)</b><br /><i>Available, n = NA</i><br />Univerzitetni Klinicni Center Ljubljana, Ljubljana, Slovenia"
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Univerzitetni Klinicni Center Maribor, Maribor, Slovenia",15.6487876,46.5517074,Remdesivir,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-remdesivir.csv,8,NA,Available,No Results Available,SARS-CoV2 Infection,Drug: Remdesivir,NA,Gilead Sciences,All,"12 Years and older   (Child, Adult, Older Adult)",NA,NA,Industry,Expanded Access:Treatment IND/Protocol,NA,GS-US-540-5821|2020-001453-49,NA,NA,NA,"March 27, 2020",NA,"June 9, 2020",NA,https://ClinicalTrials.gov/show/NCT04323761,"<b>Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19)</b><br /><i>Available, n = NA</i><br />Univerzitetni Klinicni Center Maribor, Maribor, Slovenia"
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Hospital Universitari Germans Trias i Pujol, Badalona, Spain",2.2378635,41.4810618,Remdesivir,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-remdesivir.csv,8,NA,Available,No Results Available,SARS-CoV2 Infection,Drug: Remdesivir,NA,Gilead Sciences,All,"12 Years and older   (Child, Adult, Older Adult)",NA,NA,Industry,Expanded Access:Treatment IND/Protocol,NA,GS-US-540-5821|2020-001453-49,NA,NA,NA,"March 27, 2020",NA,"June 9, 2020",NA,https://ClinicalTrials.gov/show/NCT04323761,"<b>Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19)</b><br /><i>Available, n = NA</i><br />Hospital Universitari Germans Trias i Pujol, Badalona, Spain"
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Hospital General Universitario Gregorio Maranon, Madrid, Spain",-3.6724986,40.4185038,Remdesivir,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-remdesivir.csv,8,NA,Available,No Results Available,SARS-CoV2 Infection,Drug: Remdesivir,NA,Gilead Sciences,All,"12 Years and older   (Child, Adult, Older Adult)",NA,NA,Industry,Expanded Access:Treatment IND/Protocol,NA,GS-US-540-5821|2020-001453-49,NA,NA,NA,"March 27, 2020",NA,"June 9, 2020",NA,https://ClinicalTrials.gov/show/NCT04323761,"<b>Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19)</b><br /><i>Available, n = NA</i><br />Hospital General Universitario Gregorio Maranon, Madrid, Spain"
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Hospital Universitario Central de Asturias, Oviedo, Spain",-5.8273198,43.3760877,Remdesivir,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-remdesivir.csv,8,NA,Available,No Results Available,SARS-CoV2 Infection,Drug: Remdesivir,NA,Gilead Sciences,All,"12 Years and older   (Child, Adult, Older Adult)",NA,NA,Industry,Expanded Access:Treatment IND/Protocol,NA,GS-US-540-5821|2020-001453-49,NA,NA,NA,"March 27, 2020",NA,"June 9, 2020",NA,https://ClinicalTrials.gov/show/NCT04323761,"<b>Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19)</b><br /><i>Available, n = NA</i><br />Hospital Universitario Central de Asturias, Oviedo, Spain"
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Hospital Universitario Son Espases, Palma de Mallorca, Spain",2.6459085,39.6075129,Remdesivir,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-remdesivir.csv,8,NA,Available,No Results Available,SARS-CoV2 Infection,Drug: Remdesivir,NA,Gilead Sciences,All,"12 Years and older   (Child, Adult, Older Adult)",NA,NA,Industry,Expanded Access:Treatment IND/Protocol,NA,GS-US-540-5821|2020-001453-49,NA,NA,NA,"March 27, 2020",NA,"June 9, 2020",NA,https://ClinicalTrials.gov/show/NCT04323761,"<b>Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19)</b><br /><i>Available, n = NA</i><br />Hospital Universitario Son Espases, Palma de Mallorca, Spain"
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Hospital Clinico Universitario de Salamanca, Salamanca, Spain",-5.6754372,40.9637872,Remdesivir,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-remdesivir.csv,8,NA,Available,No Results Available,SARS-CoV2 Infection,Drug: Remdesivir,NA,Gilead Sciences,All,"12 Years and older   (Child, Adult, Older Adult)",NA,NA,Industry,Expanded Access:Treatment IND/Protocol,NA,GS-US-540-5821|2020-001453-49,NA,NA,NA,"March 27, 2020",NA,"June 9, 2020",NA,https://ClinicalTrials.gov/show/NCT04323761,"<b>Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19)</b><br /><i>Available, n = NA</i><br />Hospital Clinico Universitario de Salamanca, Salamanca, Spain"
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Hospital Universitario Donostia, San Sebastian, Spain",-1.9694990000000001,43.292855,Remdesivir,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-remdesivir.csv,8,NA,Available,No Results Available,SARS-CoV2 Infection,Drug: Remdesivir,NA,Gilead Sciences,All,"12 Years and older   (Child, Adult, Older Adult)",NA,NA,Industry,Expanded Access:Treatment IND/Protocol,NA,GS-US-540-5821|2020-001453-49,NA,NA,NA,"March 27, 2020",NA,"June 9, 2020",NA,https://ClinicalTrials.gov/show/NCT04323761,"<b>Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19)</b><br /><i>Available, n = NA</i><br />Hospital Universitario Donostia, San Sebastian, Spain"
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Hospital Virgen De La Salud, Santa Cruz de Tenerife, Spain",-16.2856164,28.4480627,Remdesivir,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-remdesivir.csv,8,NA,Available,No Results Available,SARS-CoV2 Infection,Drug: Remdesivir,NA,Gilead Sciences,All,"12 Years and older   (Child, Adult, Older Adult)",NA,NA,Industry,Expanded Access:Treatment IND/Protocol,NA,GS-US-540-5821|2020-001453-49,NA,NA,NA,"March 27, 2020",NA,"June 9, 2020",NA,https://ClinicalTrials.gov/show/NCT04323761,"<b>Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19)</b><br /><i>Available, n = NA</i><br />Hospital Virgen De La Salud, Santa Cruz de Tenerife, Spain"
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Hospital Virgen De La Salud, Toledo, Spain",-4.0348853,39.8715417,Remdesivir,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-remdesivir.csv,8,NA,Available,No Results Available,SARS-CoV2 Infection,Drug: Remdesivir,NA,Gilead Sciences,All,"12 Years and older   (Child, Adult, Older Adult)",NA,NA,Industry,Expanded Access:Treatment IND/Protocol,NA,GS-US-540-5821|2020-001453-49,NA,NA,NA,"March 27, 2020",NA,"June 9, 2020",NA,https://ClinicalTrials.gov/show/NCT04323761,"<b>Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19)</b><br /><i>Available, n = NA</i><br />Hospital Virgen De La Salud, Toledo, Spain"
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Hospital Clinico Universitario de Valladolid, Valladolid, Spain",-4.7196729,41.6556947,Remdesivir,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-remdesivir.csv,8,NA,Available,No Results Available,SARS-CoV2 Infection,Drug: Remdesivir,NA,Gilead Sciences,All,"12 Years and older   (Child, Adult, Older Adult)",NA,NA,Industry,Expanded Access:Treatment IND/Protocol,NA,GS-US-540-5821|2020-001453-49,NA,NA,NA,"March 27, 2020",NA,"June 9, 2020",NA,https://ClinicalTrials.gov/show/NCT04323761,"<b>Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19)</b><br /><i>Available, n = NA</i><br />Hospital Clinico Universitario de Valladolid, Valladolid, Spain"
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Hospital Universitario Miguel Servet, Zaragoza, Spain",-0.8999640999999999,41.6339107,Remdesivir,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-remdesivir.csv,8,NA,Available,No Results Available,SARS-CoV2 Infection,Drug: Remdesivir,NA,Gilead Sciences,All,"12 Years and older   (Child, Adult, Older Adult)",NA,NA,Industry,Expanded Access:Treatment IND/Protocol,NA,GS-US-540-5821|2020-001453-49,NA,NA,NA,"March 27, 2020",NA,"June 9, 2020",NA,https://ClinicalTrials.gov/show/NCT04323761,"<b>Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19)</b><br /><i>Available, n = NA</i><br />Hospital Universitario Miguel Servet, Zaragoza, Spain"
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Kantonsspital Aarau, Aarau, Switzerland",8.060017499999999,47.3890743,Remdesivir,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-remdesivir.csv,8,NA,Available,No Results Available,SARS-CoV2 Infection,Drug: Remdesivir,NA,Gilead Sciences,All,"12 Years and older   (Child, Adult, Older Adult)",NA,NA,Industry,Expanded Access:Treatment IND/Protocol,NA,GS-US-540-5821|2020-001453-49,NA,NA,NA,"March 27, 2020",NA,"June 9, 2020",NA,https://ClinicalTrials.gov/show/NCT04323761,"<b>Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19)</b><br /><i>Available, n = NA</i><br />Kantonsspital Aarau, Aarau, Switzerland"
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"University Hospital Basel, Basel, Switzerland",7.5830579,47.5621796,Remdesivir,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-remdesivir.csv,8,NA,Available,No Results Available,SARS-CoV2 Infection,Drug: Remdesivir,NA,Gilead Sciences,All,"12 Years and older   (Child, Adult, Older Adult)",NA,NA,Industry,Expanded Access:Treatment IND/Protocol,NA,GS-US-540-5821|2020-001453-49,NA,NA,NA,"March 27, 2020",NA,"June 9, 2020",NA,https://ClinicalTrials.gov/show/NCT04323761,"<b>Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19)</b><br /><i>Available, n = NA</i><br />University Hospital Basel, Basel, Switzerland"
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Spitalzentrum Biel, Biel, Switzerland",7.2445793,47.1468069,Remdesivir,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-remdesivir.csv,8,NA,Available,No Results Available,SARS-CoV2 Infection,Drug: Remdesivir,NA,Gilead Sciences,All,"12 Years and older   (Child, Adult, Older Adult)",NA,NA,Industry,Expanded Access:Treatment IND/Protocol,NA,GS-US-540-5821|2020-001453-49,NA,NA,NA,"March 27, 2020",NA,"June 9, 2020",NA,https://ClinicalTrials.gov/show/NCT04323761,"<b>Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19)</b><br /><i>Available, n = NA</i><br />Spitalzentrum Biel, Biel, Switzerland"
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Kantonsspital Graubünden, Chur, Switzerland",9.538729199999999,46.8640364,Remdesivir,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-remdesivir.csv,8,NA,Available,No Results Available,SARS-CoV2 Infection,Drug: Remdesivir,NA,Gilead Sciences,All,"12 Years and older   (Child, Adult, Older Adult)",NA,NA,Industry,Expanded Access:Treatment IND/Protocol,NA,GS-US-540-5821|2020-001453-49,NA,NA,NA,"March 27, 2020",NA,"June 9, 2020",NA,https://ClinicalTrials.gov/show/NCT04323761,"<b>Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19)</b><br /><i>Available, n = NA</i><br />Kantonsspital Graubünden, Chur, Switzerland"
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Centre Hospitalier Universitaire Vaudois Lausanne, Lausanne, Switzerland",6.6424293,46.5249174,Remdesivir,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-remdesivir.csv,8,NA,Available,No Results Available,SARS-CoV2 Infection,Drug: Remdesivir,NA,Gilead Sciences,All,"12 Years and older   (Child, Adult, Older Adult)",NA,NA,Industry,Expanded Access:Treatment IND/Protocol,NA,GS-US-540-5821|2020-001453-49,NA,NA,NA,"March 27, 2020",NA,"June 9, 2020",NA,https://ClinicalTrials.gov/show/NCT04323761,"<b>Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19)</b><br /><i>Available, n = NA</i><br />Centre Hospitalier Universitaire Vaudois Lausanne, Lausanne, Switzerland"
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Luzerner Kantonsspital, Luzern, Switzerland",8.2974611,47.0576832,Remdesivir,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-remdesivir.csv,8,NA,Available,No Results Available,SARS-CoV2 Infection,Drug: Remdesivir,NA,Gilead Sciences,All,"12 Years and older   (Child, Adult, Older Adult)",NA,NA,Industry,Expanded Access:Treatment IND/Protocol,NA,GS-US-540-5821|2020-001453-49,NA,NA,NA,"March 27, 2020",NA,"June 9, 2020",NA,https://ClinicalTrials.gov/show/NCT04323761,"<b>Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19)</b><br /><i>Available, n = NA</i><br />Luzerner Kantonsspital, Luzern, Switzerland"
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"University Hospital of Wales, Cardiff and Vale NHS Trust, Cardiff, United Kingdom",-3.1902577,51.50679580000001,Remdesivir,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-remdesivir.csv,8,NA,Available,No Results Available,SARS-CoV2 Infection,Drug: Remdesivir,NA,Gilead Sciences,All,"12 Years and older   (Child, Adult, Older Adult)",NA,NA,Industry,Expanded Access:Treatment IND/Protocol,NA,GS-US-540-5821|2020-001453-49,NA,NA,NA,"March 27, 2020",NA,"June 9, 2020",NA,https://ClinicalTrials.gov/show/NCT04323761,"<b>Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19)</b><br /><i>Available, n = NA</i><br />University Hospital of Wales, Cardiff and Vale NHS Trust, Cardiff, United Kingdom"
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Barts Health NHS Trust, London, United Kingdom",-0.0588687,51.5178708,Remdesivir,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-remdesivir.csv,8,NA,Available,No Results Available,SARS-CoV2 Infection,Drug: Remdesivir,NA,Gilead Sciences,All,"12 Years and older   (Child, Adult, Older Adult)",NA,NA,Industry,Expanded Access:Treatment IND/Protocol,NA,GS-US-540-5821|2020-001453-49,NA,NA,NA,"March 27, 2020",NA,"June 9, 2020",NA,https://ClinicalTrials.gov/show/NCT04323761,"<b>Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19)</b><br /><i>Available, n = NA</i><br />Barts Health NHS Trust, London, United Kingdom"
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Guy's and St Thomas' NHS Foundation Trust, London, United Kingdom",-0.1086417,51.49284189999999,Remdesivir,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-remdesivir.csv,8,NA,Available,No Results Available,SARS-CoV2 Infection,Drug: Remdesivir,NA,Gilead Sciences,All,"12 Years and older   (Child, Adult, Older Adult)",NA,NA,Industry,Expanded Access:Treatment IND/Protocol,NA,GS-US-540-5821|2020-001453-49,NA,NA,NA,"March 27, 2020",NA,"June 9, 2020",NA,https://ClinicalTrials.gov/show/NCT04323761,"<b>Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19)</b><br /><i>Available, n = NA</i><br />Guy's and St Thomas' NHS Foundation Trust, London, United Kingdom"
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"St. George's Hospital, London, United Kingdom",-0.1752284,51.42656299999999,Remdesivir,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-remdesivir.csv,8,NA,Available,No Results Available,SARS-CoV2 Infection,Drug: Remdesivir,NA,Gilead Sciences,All,"12 Years and older   (Child, Adult, Older Adult)",NA,NA,Industry,Expanded Access:Treatment IND/Protocol,NA,GS-US-540-5821|2020-001453-49,NA,NA,NA,"March 27, 2020",NA,"June 9, 2020",NA,https://ClinicalTrials.gov/show/NCT04323761,"<b>Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19)</b><br /><i>Available, n = NA</i><br />St. George's Hospital, London, United Kingdom"
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Southampton University Hospital, Southampton, United Kingdom",-1.4344979,50.9331825,Remdesivir,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-remdesivir.csv,8,NA,Available,No Results Available,SARS-CoV2 Infection,Drug: Remdesivir,NA,Gilead Sciences,All,"12 Years and older   (Child, Adult, Older Adult)",NA,NA,Industry,Expanded Access:Treatment IND/Protocol,NA,GS-US-540-5821|2020-001453-49,NA,NA,NA,"March 27, 2020",NA,"June 9, 2020",NA,https://ClinicalTrials.gov/show/NCT04323761,"<b>Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19)</b><br /><i>Available, n = NA</i><br />Southampton University Hospital, Southampton, United Kingdom"
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"University of Alabama at Birmingham School of Medicine - Infectious Disease, Birmingham, Alabama, United States",-86.8039601,33.503198,Remdesivir,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-remdesivir.csv,9,NA,Recruiting,No Results Available,COVID-19,Other: Placebo|Drug: Remdesivir|Drug: Baricitinib,"Time to recovery|Change from baseline in alanine transaminase (ALT)|Change from baseline in aspartate transaminase (AST)|Change from baseline in creatinine|Change from baseline in glucose|Change from baseline in hemoglobin|Change from baseline in platelets|Change from baseline in prothrombin time (PT)|Change from baseline in total bilirubin|Change from baseline in white blood cell count (WBC) with differential|Change in National Early Warning Score (NEWS) from baseline|Cumulative incidence of Grade 3 and 4 clinical and/or laboratory adverse events (AEs)|Cumulative incidence of serious adverse events (SAEs)|Duration of hospitalization|Duration of new non-invasive ventilation or high flow oxygen use|Duration of new oxygen use|Duration of new ventilator or extracorporeal membrane oxygenation (ECMO) use|Duration of oxygen use|Incidence of discontinuation or temporary suspension of investigational therapeutics|Incidence of new non-invasive ventilation or high flow oxygen use|Incidence of new oxygen use|Incidence of new ventilator or extracorporeal membrane oxygenation (ECMO) use|Mean change in the ordinal scale|Participant's clinical status at Day 15 by ordinal scale|Percentage of subjects reporting each severity rating on an 8 point ordinal scale|Subject 14-day mortality|Subject 28-day mortality|Time to an improvement of one category using an ordinal scale|Time to an improvement of two categories using an ordinal scale|Time to discharge or to a National Early Warning Score (NEWS) of </= 2 and maintained for 24 hours, whichever occurs first",National Institute of Allergy and Infectious Diseases (NIAID),All,"18 Years to 99 Years   (Adult, Older Adult)",Phase 3,1032,NIH,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment",20-0006 ACTT-II,"May 8, 2020","August 1, 2023","August 1, 2023","May 26, 2020",NA,"June 9, 2020",NA,https://ClinicalTrials.gov/show/NCT04401579,"<b>Adaptive COVID-19 Treatment Trial 2 (ACTT-II)</b><br /><i>Recruiting, n = 1032</i><br />University of Alabama at Birmingham School of Medicine - Infectious Disease, Birmingham, Alabama, United States"
