Clinical Trial Title,,lng,lat,Drug
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-73.9533616,40.7898695,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-73.9533616,40.7898695,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-73.941459,40.8409549,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-73.9542869,40.7643076,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-78.9371331,36.0058487,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-81.6060645,41.5052505,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-122.8767439,45.5394714,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-122.6127272,45.5275562,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-122.771627,45.5104546,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-122.5601232,45.4314461,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-75.1938829,39.9501477,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-75.1938829,39.9501477,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-75.1507582,40.0050435,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-71.398257,41.851722,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-81.0333789,34.0279493,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-82.4109998,34.818455,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-96.82346,32.7608903,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-96.8350262,32.8086365,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-96.779048,32.7896805,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-96.8350262,32.8086365,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-96.8419366,32.8173287,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-97.345412,32.7296877,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-95.399568,29.7106626,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-97.3640532,31.0779405,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-111.8366784,40.7715716,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-77.127521,38.8891114,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-77.2281251,38.8573966,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-77.4299508,37.5408047,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-122.2052146,48.0000596,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-119.2822234,46.2813864,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-122.8479904,47.0529957,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-122.3277093,47.6099974,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-122.3214872,47.6063315,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-117.4235336,47.6517794,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-122.4529736,47.2593705,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-122.4478581,47.2453583,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,113.261861,23.113169,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-0.6043875,44.8274249,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,3.8623414,43.6301844,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-1.5545498,47.2107575,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,2.3672856,48.8771612,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,2.3827263,48.8488116,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,13.3766245,52.5264618,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,6.7922861,51.195064,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,9.974533,53.5908116,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,10.1433156,54.3307016,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,12.375768,51.385368,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,11.599781,48.137976,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,11.57756,48.16945,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,9.185814,48.815163,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,114.201222,22.378404,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,114.1338324,22.3415435,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,114.1312557,22.2701076,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,9.638066,45.686107,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,10.233707,45.5614101,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,10.0523058,45.1300126,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,9.2291351,45.4991785,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,9.2190716,45.4847912,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,9.197922,45.4588868,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,11.8909972,45.4042074,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,10.3083481,44.8016341,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,9.1449014,45.2006198,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,9.680999,45.0551613,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,12.4564793,41.866501,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,7.6596554,45.0889028,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,139.604878,35.4688457,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,136.9436445,35.1738983,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,139.818798,35.6946101,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,128.6051356,35.865942,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,127.0981666,37.6127725,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,127.0056589,37.5672412,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,4.9592096,52.2938961,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,4.4785036,52.1660315,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,4.4678541,51.9108848,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,103.7831756,1.2937278,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,103.8348123,1.2804242,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,103.8472413,1.3221188,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-3.3475567,40.5093672,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-8.3879435,43.3444418,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,2.142488,41.4283018,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,2.1042573,41.3448959,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,2.1523119,41.3894436,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-2.983914,43.2820309,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-3.6951156,40.4876043,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-3.7190495,40.4389953,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-3.6990068,40.3760381,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-3.6873977,40.4811633,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-4.4498416,36.7231736,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-5.9803696,37.3618418,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-0.3762115,39.44351,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,11.9614318,57.6823672,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,13.0016352,55.589568,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,18.030376,59.3482904,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,6.1490487,46.1933147,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,8.7908616,46.1688293,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,8.5491775,47.3766158,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,120.3223407,22.6796829,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,120.6804919,24.1572247,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,121.5189863,25.0407391,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-0.1743487,51.5178108,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-3.1357575,55.9215065,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-4.3402152,55.8628356,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-0.3582799,53.7442203,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-2.7995125,54.0423015,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-2.9641248,53.4093831,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-0.3195181,51.5751501,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-0.165596,51.553237,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-0.0938548,51.4681404,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-0.1340401,51.5245592,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-2.2277393,53.4607569,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-2.2277393,53.4607569,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-2.2294865,53.5178824,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-4.116408,50.4166994,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-1.4923035,53.379171,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-86.8064433,33.5019893,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-112.0575015,33.4646895,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-119.7848543,36.742835,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-117.9272201,33.8943451,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-117.2255426,32.8851578,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-118.1872456,33.8079303,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-118.1521448,34.133943,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-117.1605004,32.7515454,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-122.4347006,37.7683466,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-122.4578922,37.7627248,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-121.8497581,37.36277,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-122.3003345,37.5308786,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-122.7013876,38.4436202,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-118.8832649,34.207655,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-118.0494059,33.9694666,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-104.8319627,39.6901471,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-104.9335815,39.7319823,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-104.9805872,39.6538848,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.629904,41.0344748,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-72.6470639,41.5544714,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-72.7867516,41.6613941,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.5512228,41.0534722,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-77.0507412,38.901261,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-80.1457302,25.9702499,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-80.345465,27.4318538,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-80.1800027,26.0198457,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-81.4451456,30.2626481,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-80.1414798,25.8130379,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-81.3707509,28.5746404,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-82.53174,27.3187202,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-84.395574,33.8087433,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-84.3729609,33.7629065,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-84.9818414,32.4805568,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-84.3820071,33.751785,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-84.5081318,33.4527476,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-81.088798,32.030295,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-83.9721278,30.8251693,Remdesivir
