"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
25,"NCT04310228","Favipiravir Combined With Tocilizumab in the Treatment of Corona Virus Disease 2019",,"Recruiting","No Results Available","COVID-19","Drug: Favipiravir Combined With Tocilizumab|Drug: Favipiravir|Drug: Tocilizumab","Clinical cure rate|Viral nucleic acid test negative conversion rate and days from positive to negative|Duration of fever|Lung imaging improvement time|Mortality rate because of Corona Virus Disease 2019|Rate of non-invasive or invasive mechanical ventilation when respiratory failure occurs|Mean in-hospital time","Peking University First Hospital","All","18 Years to 65 Years   (Adult, Older Adult)","Not Applicable","150","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2020YFC0844100","March 8, 2020","May 2020","May 2020","March 17, 2020",,"April 10, 2020","Guiqiang Wang, Beijing, Beijing, China|Peking University First Hospital, Beijing, Beijing, China|Ezhou Central Hospital, Wuhan, Hubei, China|Huoshenshan Hospital of Wuhan, Wuhan, Hubei, China|Jinyintan Hospital of Wuhan, Wuhan, Hubei, China|Wuhan Pulmonary Hospital, Wuhan, Hubei, China",,"https://ClinicalTrials.gov/show/NCT04310228"
26,"NCT04370834","Tocilizumab for Patients With Cancer and COVID-19 Disease",,"Recruiting","No Results Available","Hematopoietic and Lymphoid Cell Neoplasm|Malignant Solid Neoplasm|Pneumonia|Pneumonitis|Severe Acute Respiratory Distress Syndrome|Symptomatic COVID-19 Infection Laboratory-Confirmed","Biological: Tocilizumab","Frequency of response|Length of time from level of care to step down level of care|Survival","National Cancer Institute (NCI)","All","2 Years and older   (Child, Adult, Older Adult)","Phase 2","200","NIH","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other","NCI-2020-02987|TRC-10446","May 28, 2020","January 1, 2022","January 1, 2022","May 1, 2020",,"June 9, 2020","National Cancer Institute, Rockville, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT04370834"
27,"NCT04339712","Personalised Immunotherapy for SARS-CoV-2 (COVID-19) Associated With Organ Dysfunction","ESCAPE","Recruiting","No Results Available","COVID-19|Virus Diseases|Macrophage Activation Syndrome|Corona Virus Infection","Drug: Anakinra|Drug: Tocilizumab","Change of baseline total sequential organ failure assessment (SOFA) score|Improvement of lung involvement measurements|Increase of pO2/FiO2 ratio|Comparison of change of baseline total sequential organ failure assessment (SOFA) score in enrolled subjects towards historical comparators|Comparison of change of lung involvement measurements in enrolled subjects towards historical comparators|Comparison of pO2/FiO2 ratio in enrolled subjects towards historical comparators|Change of sequential organ failure assessment (SOFA) score|Rate of Mortality|Cytokine stimulation|Gene expression|Serum/plasma proteins|Classification of the immune function","Hellenic Institute for the Study of Sepsis","All","18 Years and older   (Adult, Older Adult)","Phase 2","40","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Factorial Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","ESCAPE|2020-001039-29","April 2, 2020","April 1, 2022","April 1, 2022","April 9, 2020",,"April 22, 2020","2nd Department of Critical Care Medicine, ATTIKON University Hospital, Athens, Haidari, Greece|Intensive Care Unit, Ioannina University Hospital, Ioánnina, Ioannina, Greece|Department of Internal Medicine, Patras University Hospital, Patras, Rion, Greece|Department of Internal Medicine, I PAMMAKARISTOS Hospital, Athens, Greece|Intensive Care Unit, General Hospital of Athens KORGIALENIO-BENAKIO E.E.S., Athens, Greece|1st Department of Pulmonary Medicine and Intensive Care Unit, Athens, Greece|Intensive Care Unit, General Hospital of Athens IPPOKRATEIO, Athens, Greece|4th Department of Internal Medicine, Attikon University Hospital, Athens, Greece|Intensive Care Unit, General Hospital ASKLEPIEIO Voulas, Athens, Greece|Intensive Care Unit, ""Latsio"", Thriasio Elefsis General Hospital, Elefsína, Greece|Intensive Care Unit, ""Koutlimbaneio & Triantafylleio"" Larissa General Hospital, Larissa, Greece|Department of Internal Medicine, Larissa University Hospital, Larissa, Greece|Intensive Care Unit, AGIOS DIMITRIOS General Hospital of Thessaloniki, Thessaloniki, Greece|Intensive Care Unit, G. GENNIMATAS General Hospital of Thessaloniki, Thessaloniki, Greece|Intensive Care Unit, Theageneio Oncological Hospital of Thessaloniki, Thessaloniki, Greece|Intensive Care Unit, General Hospital of Thessaloniki IPPOKRATEIO, Thessaloniki, Greece|Department of Anesthesiology and Intensive Care Medicine, University General Hospital of Thessaloniki AHEPA, Thessaloniki, Greece",,"https://ClinicalTrials.gov/show/NCT04339712"
28,"NCT04315480","Tocilizumab for SARS-CoV2 (COVID-19) Severe Pneumonitis",,"Active, not recruiting","No Results Available","SARS Pneumonia","Drug: Tocilizumab","arrest in deterioration of pulmonary function|improving in pulmonary function|need of oro-tracheal intubation|death","Università Politecnica delle Marche|Azienda Ospedaliera Ospedali Riuniti Marche Nord","All","18 Years to 90 Years   (Adult, Older Adult)","Phase 2","38","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","TOCICOV-1","March 12, 2020","April 9, 2020","May 2020","March 19, 2020",,"April 13, 2020","Università Politecnica delle Marche, Ancona, AN, Italy","""Study Protocol"", https://ClinicalTrials.gov/ProvidedDocs/80/NCT04315480/Prot_000.pdf","https://ClinicalTrials.gov/show/NCT04315480"
29,"NCT04333914","Prospective Study in Patients With Advanced or Metastatic Cancer and SARS-CoV-2 Infection","IMMUNONCOVID","Recruiting","No Results Available","SARS-CoV-2 (COVID-19) Infection|Advanced or Metastatic Hematological or Solid Tumor","Drug: Chloroquine analog (GNS651)|Drug: Nivolumab|Drug: Tocilizumab|Other: Standard of care|Drug: Avdoralimab|Drug: Monalizumab","28-day survival rate|Time to clinical improvement|Clinical status|Mean change in clinical status from baseline to days|Overall survival|Length of stay in Intensive Care Unit|Duration of mechanical ventilation or high flow oxygen devices|Duration of hospitalization|Rate of throat swab negativation|Quantitative SARS-CoV-2 virus in throat swab and blood samples|Rate of secondary infection by other documented pathogens|Biological parameters|Number of participants with treatment-related adverse events as assessed by CTCAE v5.0|Cost-Effectiveness Analyses (CEA)","Centre Leon Berard","All","18 Years and older   (Adult, Older Adult)","Phase 2","384","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","ET20-076 - IMMUNONCOVID-20|2020-001373-70","April 15, 2020","June 2020","August 2020","April 3, 2020",,"June 9, 2020","Centre Léon Bérard, Lyon, Rhône, France|CHU Clermont Ferrand, Clermont Ferrand, France|Centre Oscar Lambret, Lille, France|AP-HP Hôpital Saint Antoine, Paris, France|AP-HP La Pitié Salpétrière, Paris, France|Hôpital Saint-Joseph, Paris, France|AP-HP Tenon, Paris, France|AP-HP Hôpital Bichat Claude Bernard, Paris, France|GH Diaconesses Croix Saint Simon, Paris, France|Gustave Roussy, Villejuif, France",,"https://ClinicalTrials.gov/show/NCT04333914"
30,"NCT04423042","Tocilizumab in Coronavirus-19 Positive Patients",,"Not yet recruiting","No Results Available","Covid19|COVID-19|Severe Acute Respiratory Syndrome Coronavirus 2|Coronavirus|Inflammation","Biological: Tocilizumab","All-cause mortality|Ordinal Scale for evaluating subject clinical status at days 3, 8, 15, 30, 60 post treatment.","University of Calgary|Hoffmann-La Roche","All","18 Years and older   (Adult, Older Adult)","Phase 3","30","Other|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","REB20-0713","June 2020","June 2021","June 2021","June 9, 2020",,"June 9, 2020",,,"https://ClinicalTrials.gov/show/NCT04423042"
31,"NCT04361552","Tocilizumab for the Treatment of Cytokine Release Syndrome in Patients With COVID-19 (SARS-CoV-2 Infection)",,"Recruiting","No Results Available","Cerebrovascular Accident|Chronic Obstructive Pulmonary Disease|Chronic Renal Failure|Coronary Artery Disease|Diabetes Mellitus|Malignant Neoplasm|SARS Coronavirus 2 Infection","Other: Best Practice|Biological: Tocilizumab","7-day length of invasive mechanical ventilation (MV)|30-day mortality rate|Rate of intensive care (ICU) transfer|Rate of invasive mechanical ventilation|Rate of tracheostomy|Length of ICU stay|Length of hospital stay","Emory University|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Older Adult)","Phase 3","180","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","STUDY00000419|NCI-2020-02314|WINSHIP4998-20|P30CA138292","May 30, 2020","May 30, 2022","May 30, 2022","April 24, 2020",,"April 24, 2020","Emory University Hospital/Winship Cancer Institute, Atlanta, Georgia, United States",,"https://ClinicalTrials.gov/show/NCT04361552"
32,"NCT04380519","Study of the Efficacy and Safety of a Single Administration of Olokizumab and RPH-104 With Standard Therapy in Patients With Severe Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection (COVID-19)",,"Recruiting","No Results Available","COVID-19","Biological: RPH-104 80 mg|Drug: Olokizumab 64 mg|Drug: Placebo","Proportion of patients, responded to the study therapy, in each of the treatment groups|Changes of patients' clinical status on a 6 points ordinal scale over time|Mortality rate over the follow-up period|Improvement of the patient's clinical status by at least 2 points on a 6-point ordinal scale in the absence of tocilizumab or sarilumab administration.|Proportion of patients received tocilizumab or sarilumab due to COVID-19","R-Pharm International, LLC|Data Management 365 LLC|K-Research, LLC|R-Pharm","All","18 Years to 100 Years   (Adult, Older Adult)","Phase 2|Phase 3","372","Industry|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","CL04041078","April 23, 2020","October 15, 2020","November 15, 2020","May 8, 2020",,"May 8, 2020","Federal State Budget Institution ""National Medical Surgery Center named after N.I. Pirogov"" of Ministry of Health of Russian Federation, Moscow, Russian Federation|State Budget Healthcare Institution ""City Clinical Hospital № 15 named after O.M. Filatov"" of Moscow City Healthcare Department, Moscow, Russian Federation|Federal State Budgetary Institution ""Federal Center for Cerebrovascular Pathology and Stroke"" of the Ministry of Health of the Russian Federation, Moscow, Russian Federation|Federal State Autonomous Education Insitution of High Education the First Moscow State Medical University named after I.M. Sechenov of Ministry of Healthcare of Russian Federation (Sechenov University), Moscow, Russian Federation|Federal State Budget Institution ""National Medicine Research Center on Cardiology"" By Ministry of Healthcare of Russian Federation, Moscow, Russian Federation|State Budget Institution of Healthcare ""City Clinical Hospital #52"", Moscow City Healthcare Department, Moscow, Russian Federation|Moscow State Budget Institution of Healthcare ""Scientific Research Institute of Emergency Medicine named after N.V. Sklifosovsky of Moscow Department of Healthcare"", Moscow, Russian Federation|State Budget Healthcare Institution ""City Clinical Hospital #40"", Moscow City Healthcare Department, ""Communarca"" Division, Moscow, Russian Federation|АО ""State Company ""Medsi"" based on Clinical Hospital №1"", Moscow, Russian Federation|Saint Petersburg State Budget Institution of Healthcare ""Clinical infectious diseases hospital named after S.P. Botkin"", Saint Petersburg, Russian Federation|Saint-Petersburg State Budget Institution of Healthcare ""City Hospital №40"", Saint Petersburg, Russian Federation",,"https://ClinicalTrials.gov/show/NCT04380519"
33,"NCT04330638","Treatment of COVID-19 Patients With Anti-interleukin Drugs","COV-AID","Recruiting","No Results Available","COVID-19","Other: Usual Care|Drug: Anakinra|Drug: Siltuximab|Drug: Tocilizumab","Time to Clinical Improvement|Time to improvement in oxygenation|Mean change in oxygenation|Number of days with hypoxia|Number of days of supplemental oxygen use|Time to absence fever for more than 48h without antipyretics|Number of days with fever|Time to halving of CRP levels compared to peak value during trial|Time to halving of ferritin levels compared to peak value during trial|Incidence of AEs (Adverse Events)|Incidence of SAEs (Serious Adverse Events)|Duration of hospital stay|Duration of hospital stay in survivors|Mean change in clinical sign score between day 1 and day 7|Mean change in clinical sign score between day 1 and day 15|Time to clinical sign score <6 maintained for 24h|Mean change of SOFA score (Sequential Organ Failure Assessment) between day 1 and day 7|Mean change of SOFA score between day 1 and day 15|Mean change NEWS2 (National Early Warning) score between day 1 and day 7|Mean change NEWS2 score between day 1 and day 15|Percentage of patients reporting each severity rating on a 6-point ordinal scale in relation to serum IL-1|Percentage of patients reporting each severity rating on a 6-point ordinal scale in relation to serum IL-6|Incidence of nosocomial bacterial or invasive fungal infection|incidence of secondary haemophagocytic lymphohistiocytosis|Incidence of secondary haemophagocytic lymphohistiocytosisscore in relation to serum IL-1|Incidence of secondary haemophagocytic lymphohistiocytosis in relation to serum IL-6|Time to first use of high-flow oxygen devices, non-invasive or invasive mechanical ventilation in non-ventilated patients|Time to first use of salvage systemic steroids in ventilated patients|Number of ventilator free days|Duration of mechanical ventilation in ventilated patients|Duration of ICU stay in patients that enrolled in trial while already on invasive or non-invasive mechanical ventilation|Time to progression to ARDS in ventilated patients|Time to progression to ARDS in ventilated patients according to IL-1|Time to progression to ARDS in ventilated patients according to IL-6|All-cause mortality rate (excluding group that entered during ventilation)|Percentage of patients in clinical status on 6-point Ordinal Scale|Incidence of lung function abnormalities|Incidence of lung fibrosis on chest CT scan|All-cause mortality rate","University Hospital, Ghent|Belgium Health Care Knowledge Centre","All","18 Years and older   (Adult, Older Adult)","Phase 3","342","Other","Interventional","Allocation: Randomized|Intervention Model: Factorial Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","COV-AID","April 2020","September 2020","December 2020","April 1, 2020",,"April 24, 2020","AZ Sint-Jan Brugge, Brugge, Belgium|University Hospital Saint-Pierre, Brussels, Belgium|Erasmus University Hospital, Brussels, Belgium|University Hospital Saint-Luc, Brussels, Belgium|University Hospital Antwerp, Edegem, Belgium|Ziekenhuis Oost-Limurg, Genk, Belgium|AZ Sint-Lucas, Gent, Belgium|University Hospital Ghent, Gent, Belgium|Jessa ZH, Hasselt, Belgium|University Hospital Brussels, Jette, Belgium|CHU Tivoli, La Louvière, Belgium|CHR de la Citadelle, Liège, Belgium|University Hospital Liège, Liège, Belgium|Cliniques Saint-Pierre Ottignies, Ottignies-Louvain-la-Neuve, Belgium|AZ Delta, Roeselare, Belgium",,"https://ClinicalTrials.gov/show/NCT04330638"
34,"NCT04322773","Anti-il6 Treatment of Serious COVID-19 Disease With Threatening Respiratory Failure","TOCIVID","Recruiting","No Results Available","Corona Virus Disease","Drug: RoActemra iv|Drug: RoActemra sc|Drug: Kevzara sc|Other: Standard medical care","Time to independence from supplementary oxygen therapy|Number of deaths|Days out of hospital and alive|Ventilator free days alive and out of hospital|C-reactive protein (CRP) level|Number of participants with serious adverse events","Marius Henriksen|Lars Erik Kristensen|Frederiksberg University Hospital","All","18 Years and older   (Adult, Older Adult)","Phase 2","200","Other","Interventional","Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","APPI2-CV-2020-01","April 5, 2020","June 1, 2021","June 1, 2021","March 26, 2020",,"April 7, 2020","Bispebjerg-Frederiksberg Hospital, Copenhagen, Denmark|Hillerød Hospital, Hillerød, Denmark",,"https://ClinicalTrials.gov/show/NCT04322773"
35,"NCT04386239","Study on the Use of Sarilumab in Patients With COVID-19 Infection",,"Not yet recruiting","No Results Available","COVID19","Drug: Sarilumab Prefilled Syringe","Proportion of patients who show an improvement of the respiratory function|Evaluation of the time to resolution of fever|Evaluation of the viral load on blood and sputum for COVID-19|Evaluation of the plasma concentration of GM-CSF|Evaluation of the plasma concentration of Il-6|Evaluation of the plasma concentration of TNF-α|Evaluation of the rate of progression of White Blood Cell (WBC) fraction","ASST Fatebenefratelli Sacco","All","18 Years to 84 Years   (Adult, Older Adult)","Early Phase 1","40","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","COVID-SARI-001","May 2020","December 2020","December 2020","May 13, 2020",,"May 13, 2020",,"""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/39/NCT04386239/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT04386239"
36,"NCT04381936","Randomised Evaluation of COVID-19 Therapy","RECOVERY","Recruiting","No Results Available","Severe Acute Respiratory Syndrome","Drug: Lopinavir-Ritonavir|Drug: Corticosteroid|Drug: Hydroxychloroquine|Drug: Azithromycin|Biological: Convalescent plasma|Drug: Tocilizumab","All-cause mortality|Duration of hospital stay|Need for (and duration of) ventilation|Composite endpoint of death or need for mechanical ventilation or ECMO","University of Oxford|UK Research and Innovation|National Institute for Health Research, United Kingdom|Wellcome|Bill and Melinda Gates Foundation|Department for International Development, United Kingdom|Health Data Research UK|Medical Research Council Population Health Research Unit|NIHR Clinical Trials Unit Support Funding","All","Child, Adult, Older Adult","Phase 2|Phase 3","12000","Other","Interventional","Allocation: Randomized|Intervention Model: Factorial Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","NDPHRECOVERY|2020-001113-21|ISRCTN50189673","March 19, 2020","December 2020","June 2021","May 11, 2020",,"June 5, 2020","Nuffield Department of Population Health, University of Oxford, Oxford, United Kingdom",,"https://ClinicalTrials.gov/show/NCT04381936"
37,"NCT04331808","CORIMUNO-19 - Tocilizumab Trial - TOCI (CORIMUNO-TOCI)","CORIMUNO-TOC","Active, not recruiting","No Results Available","Corona Virus Infection","Drug: Tocilizumab","Survival without needs of ventilator utilization at day 14. Group 1|WHO progression scale <=5 at day 4. Group 1.|Cumulative incidence of successful tracheal extubation (defined as duration extubation > 48h) at day 14. Group 2.|WHO progression scale at day 4. Group 2.|WHO progression scale|Survival|28-day ventilator free-days|respiratory acidosis at day 4|PaO2/FiO2 ratio|time to oxygen supply independency|duration of hospitalization|time to negative viral excretion|time to ICU discharge|time to hospital discharge","Assistance Publique - Hôpitaux de Paris","All","18 Years and older   (Adult, Older Adult)","Phase 2","228","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","APHP200375-1","March 30, 2020","March 31, 2021","December 31, 2021","April 2, 2020",,"April 28, 2020","APHP- Hopital Tenon, Paris, France|APHP - Beaujon, Paris, France|APHP - Bichat, Paris, France|APHP - Hopital Necker, Paris, France|APHP - Pitié Salpêtrière, Paris, France|APHP - Saint Louis, Paris, France|CHU Strasbourg, Strasbourg, France|Institut Gustave Roussy, Villejuif, France",,"https://ClinicalTrials.gov/show/NCT04331808"
38,"NCT04366206","Factors Associated With Clinical Outcomes in Patients Hospitalized for Covid-19 in GHT-93 Est",,"Recruiting","No Results Available","COVID|SARS-CoV 2",,"Composite of death and mechanical ventilation|Need for mechanical ventilation|Death|Acute kidney injury|Acute respiratory distress syndrome|Cardiac arrhythmia and conduction disorder|60-days mortality|60-days mechanical ventilation","Centre Hospitalier Intercommunal Robert Ballanger|Groupe Hospitalier Pitie-Salpetriere","All","Child, Adult, Older Adult",,"143","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","GHTRB-2020-01","March 14, 2020","July 31, 2020","July 31, 2020","April 28, 2020",,"April 28, 2020","Centre Hospitalier Intercommunal Robert Ballanger, Aulnay-sous-Bois, France|Groupe Hospitalier Pitie Salpetriere, Paris, France",,"https://ClinicalTrials.gov/show/NCT04366206"
39,"NCT04409522","Evaluation of Therapeutic Effects of Melatonin by Inhibition of NLRP3 Inflammasome in COVID19 Patients",,"Recruiting","No Results Available","COVID-19","Drug: Melatonin|Drug: The usual treatment","Melatonin|Inflammatory cytokines|C-reactive protein (CRP)|Cough|Oxygen saturation of the blood|ESR|Radiological Treatment Response|Inflammatory route","Mohammad Sadegh Bagheri Baghdasht|Baqiyatallah Medical Sciences University","All","16 Years to 100 Years   (Child, Adult, Older Adult)","Not Applicable","55","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Investigator, Outcomes Assessor)|Primary Purpose: Treatment","IR.BMSU.REC.1399.039","May 12, 2020","June 5, 2020","September 25, 2020","June 1, 2020",,"June 1, 2020","Mohammad Sadegh Bagheri Baghdasht, Tehran, Iran, Islamic Republic of",,"https://ClinicalTrials.gov/show/NCT04409522"
40,"NCT04359095","Effectiveness and Safety of Medical Treatment for SARS-CoV-2 (COVID-19) in Colombia",,"Not yet recruiting","No Results Available","COVID-19","Drug: Hydroxychloroquine|Drug: Lopinavir / Ritonavir Pill|Drug: Azithromycin|Other: Standard treatment","Mortality|Number of Participants with Treatment Related Severe Adverse Events as Assessed by the NCORP Guidance for Collection of Adverse Events Related to COVID-19 Infection|Time to death|Number of Participants that are transferred to the Intensive Care Unit (ICU)|Number of Participants that need Mechanical Ventilation Support with endotracheal intubation.|Number of participants Cured assessed by Nasopharyngeal swab, oropharyngeal swab, and blood aspiration for COVID19 (RT-PCR) without clinical symptoms and normal chest X ray|Number of Participants with Any Adverse Event Related to Treatment Assessed by the NCORP Guidance for Collection of Adverse Events Related to COVID-19 Infection","Universidad Nacional de Colombia|Pontificia Universidad Javeriana|Clínica Universitaria Colombia|Hospital Universitario San Ignacio|Hospital Universitario Nacional de Colombia|Clínica Reina Sofía|Fundación Cardio Infantil|Hospital Universitario de Neiva","All","18 Years and older   (Adult, Older Adult)","Phase 2|Phase 3","1600","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","76968","May 11, 2020","October 11, 2020","October 31, 2020","April 24, 2020",,"April 24, 2020","Hospital Universitario de Neiva, Neiva, Huila, Colombia|Clínica Reina Sofía, Bogotá, Colombia|Fundacion Cardio Infantil, Bogotá, Colombia|Hospital Universitario San Ignacio, Bogotá, Colombia|Clinica Universitaria Colombia, Bogotá, Colombia|Hospital Universitario Nacional de Colombia, Bogotá, Colombia",,"https://ClinicalTrials.gov/show/NCT04359095"
41,"NCT04347031","A Study of the Effectiveness of an Off Label Mefloquine Use for the Treatment of Patients With COVID19",,"Active, not recruiting","No Results Available","Pneumonia, Viral|Respiratory Failure","Drug: Mefloquine|Drug: Hydroxychloroquine|Combination Product: Mefloquine + azithromycin + / - tocilizumab|Combination Product: Hydroxychloroquine + azithromycin + / - tocilizumab","1st primary endpoint for group 1|2nd primary endpoint for group 1|1st primary endpoint for group 2|2nd primary endpoint for group 2|1st secondary endpoint for group 1|2nd secondary endpoint for group 1|3d secondary endpoint for group 1|4th secondary endpoint for group 1|5th secondary endpoint for group 1|6th secondary endpoint for group 1|1st secondary endpoint for group 2|2nd secondary endpoint for group 2|3d secondary endpoint for group 2|4th secondary endpoint for group 2|5th secondary endpoint for group 2|6th secondary endpoint for group 2","Burnasyan Federal Medical Biophysical Center","All","18 Years to 60 Years   (Adult)","Phase 2|Phase 3","320","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","FL-01/20","April 8, 2020","August 1, 2020","August 1, 2020","April 15, 2020",,"May 27, 2020","Burnasyan Federal Medical Biophysical Center FMBA of Russia, Moscow, Russian Federation",,"https://ClinicalTrials.gov/show/NCT04347031"
42,"NCT04365764","Effect of Treatments in Patients Hospitalized for Severe COVID-19 Pneumonia: a Multicenter Cohort Study",,"Recruiting","No Results Available","Covid-19|ARDS|Pneumonia",,"Composite of death and mechanical ventilation|Death|Mechanical ventilation|World Health Organization score","Groupe Hospitalier Pitie-Salpetriere|Centre Hospitalier Intercommunal Robert Ballanger|Centre Hospitalier Intercommunal Montfermeil-Le Raincy|CMC Ambroise Paré","All","Child, Adult, Older Adult",,"400","Other","Observational","Observational Model: Case-Control|Time Perspective: Cross-Sectional","CIC1421-20-06","March 14, 2020","May 31, 2020","December 31, 2020","April 28, 2020",,"May 20, 2020","Centre Hospitalier Intercommunal Robert Ballanger, Aulnay-sous-Bois, France|Centre Hospitalier Intercommunal Le Raincy-Montfermeil, Montfermeil, France",,"https://ClinicalTrials.gov/show/NCT04365764"
43,"NCT04388514","Blood Ozonization in Patients With SARS-CoV-2 Respiratory Failure","CORMOR","Recruiting","No Results Available","SARS-CoV-2 Respiratory Failure","Procedure: Medical Ozone procedure","Time of respiratory improvement and earlier weaning from oxygen support|The time of respiratory improvement and earlier weaning from oxygen support|Assessment of the length of hospitalization|Assessment of the length of Intensive Care Unit (ICU) stay|Improvment in chest imaging finding|Improvment in cytokine release syndrome","Azienda Sanitaria-Universitaria Integrata di Udine|Fondazione Toscana Gabriele Monasterio|Policlinico Militare, Roma - Italy|Ospedale San Liberatore di Atri|Ospedale Umberto I di Torino|Università di Siena|Ospedale Civile di Lucca|Ospedale di Siracusa|Azienda Sanitaria Locale di Vercelli","All","18 Years to 99 Years   (Adult, Older Adult)","Not Applicable","90","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Investigator)|Primary Purpose: Treatment","CIG: Z7C2CA5837","April 8, 2020","October 8, 2020","October 8, 2020","May 14, 2020",,"May 14, 2020","Dott. Amato De Monte, Udine, Italy","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/14/NCT04388514/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT04388514"
44,"NCT04380818","Low Dose Anti-inflammatory Radiotherapy for the Treatment of Pneumonia by COVID-19",,"Recruiting","No Results Available","Pneumonia, Viral","Radiation: Low-dose radiotherapy|Drug: Hydroxychloroquine Sulfate|Drug: Ritonavir/lopinavir|Drug: Tocilizumab Injection [Actemra]|Drug: Azithromycin|Drug: Corticosteroid|Drug: Low molecular weight heparin|Device: Oxygen supply","Efficacy of low-dose pulmonary irradiation assessed by change in PAFI O2 by 20%|Number of participants with treatment-related adverse events as assessed by CTCAE v5.0|Change of the radiological image|Overall mortality|Measure of pro-inflammatory interleukins|Measure of trasforming growth factor (TGF-b)|Measure of tumor necrosis factor alpha (TNF-a)|Determining overexpression of pro-inflammatory selectin|Determining cell adhesion molecules (CAMs)|Measure of marker of oxidative stress PON-1","Grupo de Investigación Clínica en Oncología Radioterapia|Hospital Universitario Madrid Sanchinarro|Hospital del Mar|Hospital Universitari Sant Joan de Reus","All","18 Years to 99 Years   (Adult, Older Adult)","Not Applicable","106","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care","IPACOVID","May 8, 2020","May 4, 2021","July 1, 2021","May 8, 2020",,"June 1, 2020","Hospital Sant Joan de Reus, Reus, Tarragona, Spain|Hospital Del Mar, Barcelona, Spain|Hospital Universitario Madrid Sanchinarro, Madrid, Spain",,"https://ClinicalTrials.gov/show/NCT04380818"
