"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
296,"NCT03601611","Checkpoint Inhibitor Induced Colitis and Arthritis -Immunomodulation With IL-6 Blockade and Exploration of Disease Mechanisms","COLAR","Completed","No Results Available","Solid Tumor|Colitis|Arthritis","Drug: Tocilizumab (RoACTEMRA®)","Rate of at least one grade improvement using the NCI CTCAE v5.0|Number of participants with treatment-related adverse events as assessed by CTCAE v4.0|Rate of at least one grade improvement without prednisolone using the NCI CTCAE v5.0|Rate of sustained glucocorticoid-free remission","Herlev Hospital|Bristol-Myers Squibb","All","18 Years and older   (Adult, Older Adult)","Not Applicable","20","Other|Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","AA 1820","January 1, 2019","January 28, 2020","January 28, 2020","July 26, 2018",,"April 21, 2020","Herlev & Gentofte University Hospital, Denmark, Herlev, Denmark",,"https://ClinicalTrials.gov/show/NCT03601611"
297,"NCT04333914","Prospective Study in Patients With Advanced or Metastatic Cancer and SARS-CoV-2 Infection","IMMUNONCOVID","Recruiting","No Results Available","SARS-CoV-2 (COVID-19) Infection|Advanced or Metastatic Hematological or Solid Tumor","Drug: Chloroquine analog (GNS651)|Drug: Nivolumab|Drug: Tocilizumab|Other: Standard of care","28-day survival rate|Time to clinical improvement|Clinical status|Mean change in clinical status from baseline to days|Overall survival|Length of stay in Intensive Care Unit|Duration of mechanical ventilation or high flow oxygen devices|Duration of hospitalization|Rate of throat swab negativation|Quantitative SARS-CoV-2 virus in throat swab and blood samples|Rate of secondary infection by other documented pathogens|Biological parameters|Number of participants with treatment-related adverse events as assessed by CTCAE v5.0|Cost-Effectiveness Analyses (CEA)","Centre Leon Berard","All","18 Years and older   (Adult, Older Adult)","Phase 2","273","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","ET20-076 - IMMUNONCOVID-20|2020-001373-70","April 15, 2020","June 2020","August 2020","April 3, 2020",,"May 11, 2020","Centre Léon Bérard, Lyon, Rhône, France|AP-HP Hôpital Saint Antoine, Paris, France|AP-HP La Pitié Salpétrière, Paris, France|Hôpital Saint-Joseph, Paris, France|AP-HP Tenon, Paris, France|AP-HP Hôpital Bichat Claude Bernard, Paris, France|Gustave Roussy, Villejuif, France",,"https://ClinicalTrials.gov/show/NCT04333914"
298,"NCT01564901","An Observational Study of RoActemra/Actemra (Tocilizumab) in Patients With Rheumatoid Arthritis Treated With Glucocorticoids",,"Completed","No Results Available","Rheumatoid Arthritis",,"Proportion of patients on treatment with RoActemra/Actemra who achieve prednisone (or equivalent) dose reduction of </= 5mg/day|Change from baseline in glucocorticoid dose|Change from baseline in corticosteroid dose|Proportion of patients treated with RoActemra/Actemra who reach Week 36 with a reduced glucocorticoid dose|Proportion of patients treated with RoActemra/Actemra not receiving glucocorticoids|Proportion of concomitant disease-modifying anti-rheumatic drug (DMARD) use|Proportion of patients with inadequate response to prior treatment with disease-modifying antirheumatic drugs at baseline, who reach a prednisone (or equivalent) dose reduction of </= 5 mg/day|Proportion of patients with inadequate response to prior treatment with anti-TNF at baseline, who reach a glucocorticoid dose reduction of </= 5 mg/day|Proportion of patients meeting the physician's recommendaitons for glucocorticoid dose reduction|Percentage change in Disease Activity Score 28 (DAS28)|Percentage change in Simplified Disease Activity Index (SDAI) score|Safety: Incidence of adverse events","Hoffmann-La Roche","All","18 Years and older   (Adult, Older Adult)",,"23","Industry","Observational","Observational Model: Cohort|Time Perspective: Prospective","ML27904","January 2012","October 2012","October 2012","March 28, 2012",,"November 2, 2016","Vitoria, Alava, Spain|Elche, Alicante, Spain|San Sebastian, Guipuzcoa, Spain|Palma de Mallorca, Islas Baleares, Spain|Ponferrada, Leon, Spain|Alzira, Valencia, Spain|Bilbao, Vizcaya, Spain|Alicante, Spain|Huesca, Spain|Leon, Spain|Salamanca, Spain|Valencia, Spain|Valencia, Spain",,"https://ClinicalTrials.gov/show/NCT01564901"
299,"NCT04338685","A Study Evaluating Safety, Pharmacokinetics, Pharmacodynamics, And Clinical Activity Of RO7119929 (TLR7 Agonist) In Participants With Unresectable Advanced Or Metastatic Hepatocellular Carcinoma, Biliary Tract Cancer, Or Solid Tumors With Hepatic Metastases",,"Not yet recruiting","No Results Available","Carcinoma, Hepatocellular|Biliary Tract Cancer|Secondary Liver Cancer|Liver Metastases","Drug: RO7119929|Drug: Tocilizumab","Nature and Frequency of Dose-Limiting Toxicities|Number of Participants with Adverse Events (AEs) According To NCI CTCAE v5.0|Maximum Concentration (Cmax) for RO7119929 Following Administration of RO7119929|Maximum Concentration (Cmax) for RO7117418 Following Administration of RO7119929|Time of Maximum Concentration Observed (Tmax) for RO7119929 Following Administration of RO7119929|Time of Maximum Concentration Observed (Tmax) for RO7117418 Following Administration of RO7119929|Area Under the Curve (AUC) for RO7119929 Following Administration of RO7119929|Area Under the Curve (AUC) for RO7117418 Following Administration of RO7119929|Half-Life (T1/2) for RO7119929 Following Administration of RO7119929|Half-Life (T1/2) for RO7117418 Following Administration of RO7119929|Maximum Concentration (Cmax) for RO7119929 Following Administration of RO7119929 in Fasting Conditions|Maximum Concentration (Cmax) for RO7117418 Following Administration of RO7119929 in Fasting Conditions|Time of Maximum Concentration Observed (Tmax) for RO7119929 Following Administration of RO7119929 in Fasting Conditions|Time of Maximum Concentration Observed (Tmax) for RO7117418 Following Administration of RO7119929 in Fasting Conditions|Area Under the Curve (AUC) for RO7119929 Following Administration of RO7119929 in Fasting Conditions|Area Under the Curve (AUC) for RO7117418 Following Administration of RO7119929 in Fasting Conditions|Half-Life (T1/2) for RO7119929 Following Administration of RO7119929 in Fasting Conditions|Half-Life (T1/2) for RO7117418 Following Administration of RO7119929 in Fasting Conditions|Change in Inflammatory PD Biomarker INF-alpha|Change in Inflammatory PD Biomarker ISGs|Objective Response Rate (ORR) according to RECIST v1.1|Disease Control Rate (DCR) according to RECIST v1.1|Duration of Response (DOR) according to RECIST v1.1|Progression-Free Survival (PFS) according to RECIST v1.1|Overall Survival (OS)","Hoffmann-La Roche","All","18 Years and older   (Adult, Older Adult)","Phase 1","100","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","WP41377","May 22, 2020","December 31, 2022","December 31, 2022","April 8, 2020",,"May 21, 2020","Rigshospitalet; Onkologisk Klinik, København Ø, Denmark|Queen Mary Hospital; Dept of Medicine, Hong Kong, Hong Kong|Seoul National University Hospital, Seoul, Korea, Republic of|Asan Medical Center, Seoul, Korea, Republic of|Clínica Universidad de Navarra, Pamplona, Navarra, Spain|Hospital Universitari Vall d'Hebron; Oncology, Barcelona, Spain|National Taiwan Uni Hospital, Taipei City, Taiwan|Tri-Service General Hospital, Taipei, Taiwan",,"https://ClinicalTrials.gov/show/NCT04338685"
300,"NCT01392001","An Observational Study of Glucocorticoid Use in Patients With Rheumatoid Arthritis on Treatment With RoActemra/Actemra (Tocilizumab)",,"Completed","No Results Available","Rheumatoid Arthritis",,"Percentage of patients receiving </= 5 mg/day prednisone (or equivalent) after 12 months of treatment with RoActemra/Actemra|Efficacy: Disease activity score (DAS 28)|Co-medications: dosage and treatment schedules|Patient reported outcome: European League against Rheumatism - Rheumatoid Arthritis Impact of Disease score (EULAR-RAID)/Health Assessment Questionnaire - Disease Index (HAQ-DI)|Safety: Incidence of adverse events","Hoffmann-La Roche","All","18 Years and older   (Adult, Older Adult)",,"322","Industry","Observational","Observational Model: Cohort|Time Perspective: Prospective","ML25634","March 2011","April 2013","April 2013","July 12, 2011",,"November 2, 2016","Abbeville, France|Agen, France|Aix En Provence, France|Aix Les Bains, France|Alencon, France|Amiens, France|Amiens, France|Angers, France|Argenteuil, France|Auch, France|Aulnay Sous Bois, France|Avignon, France|Bayonne, France|Belfort, France|Belley, France|Berck, France|Besancon, France|Blois, France|Bobigny, France|Bois Colombes, France|Bondy, France|Bordeaux, France|Brest, France|Caen, France|Cahors, France|Cahors, France|Cambrai, France|Cannes, France|Carcassonne, France|Chambray Les Tours, France|Clermont-ferrand, France|Compiegne, France|Corbeil Essonnes, France|Corbeil-essones, France|Dijon, France|Dole, France|Druex, France|Evian Les Bains, France|Evreux, France|Evry, France|Frejus, France|GAP, France|Gleize, France|La Roche Sur Yon, France|Laon, France|Lavaur, France|Le Coudray, France|Le Kremlin Bicetre, France|Libourne, France|Lievin, France|Lille, France|Limoges, France|Lomme, France|Lorient, France|Lyon cedex 3, France|Lyon, France|Lyon, France|Lyon, France|Lyon, France|Maisons Laffitte, France|Mandelieu La Napoule, France|Marseille, France|Marseille, France|Marseille, France|Marseille, France|Marseille, France|Meaux, France|Metz Tessy, France|Montauban, France|Montpellier, France|Morlaix, France|Moulins, France|Mulhouse, France|Nanterre, France|Nantes, France|Narbonne, France|Nice, France|Nimes, France|Niort, France|Paris, France|Paris, France|Paris, France|Paris, France|Paris, France|Paris, France|Perpignan, France|Pierre Benite, France|Poissy, France|Pontoise, France|Reims, France|Rodez, France|Roubaix, France|Saint Flour, France|Salon De Provence, France|St Chamond, France|St Mande, France|St Nazaire, France|St Priest En Jarez, France|St Quentin, France|Ste Maxime, France|Suresnes, France|Thionville, France|Toulon, France|Toulon, France|Toulon, France|Toulon, France|Toulouse, France|Toulouse, France|Toulouse, France|Tourcoing, France|Valenciennes, France|Vandoeuvre-les-nancy, France|Vannes, France|Vienne, France|Villefranche Sur Saone, France|Villeurbanne, France|Vlleneuve Sur Lot, France",,"https://ClinicalTrials.gov/show/NCT01392001"
301,"NCT03863015","IL-6 Inhibition for Modulating Inflammation After Cardiac Arrest","IMICA","Active, not recruiting","No Results Available","Heart Arrest|Out-Of-Hospital Cardiac Arrest|Systemic Inflammatory Response Syndrome","Drug: Tocilizumab 20 Mg/mL Intravenous Solution|Drug: isotonic saline","Concentration of hsCRP|Biomarkers of organ damage|Markers of inflammation, interleukin levels|Markers of inflammation, leukocytes|Markers of inflammation, SOFA score|Markers of the coagulation system, fibrinogen|Markers of the coagulation system, thrombelastography|Markers of hemodynamic function, Swan-Ganz Catheter|Markers of hemodynamic function, Arterial blood gasses|Markers of hemodynamic function, Echocardiography|Clinical endpoints, Survival|Clinical endpoints, MOCA score|Clinical endpoints, CPC|Safety: incidence of adverse events","Christian Hassager|Rigshospitalet, Denmark","All","18 Years and older   (Adult, Older Adult)","Phase 2","80","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","EudraCT:2018-002686-19","March 4, 2019","December 23, 2019","June 30, 2020","March 5, 2019",,"January 27, 2020","Rigshospitalet, Copenhagen, Denmark",,"https://ClinicalTrials.gov/show/NCT03863015"
302,"NCT03100253","Rheumatoid Arthritis Treatment After First Anti-TNF INvestiGation","RAFTING","Recruiting","No Results Available","Rheumatoid Arthritis","Drug: Tocilizumab|Drug: Etanercept|Drug: Infliximab|Drug: Adalimumab|Drug: Golimumab|Drug: Certolizumab Pegol","Proportion of patients with good EULAR|Proportion of patients with a good/moderate EULAR|Proportion of patients with ACR20/50/70 response|Proportion of patients with a remission according to DAS28/SDAI/CDAI|Van Der Heijde Modified Total Sharp Score [X-ray score]|Health Assessment Questionnaire (HAQ) score","Mario Negri Institute for Pharmacological Research","All","18 Years and older   (Adult, Older Adult)","Phase 4","208","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","IRFMN-RA-6453","March 1, 2018","October 2020","October 2021","April 4, 2017",,"April 7, 2020","Azienda Consorziale Ospedaliera Policlinico, Bari, Italy|Azienda Socio Sanitaria Territoriale - Papa Giovanni XXIII, Bergamo, Italy|Policlinico Sant'Orsola Malpighi, Bologna, Italy|Ospedale Centrale di Bolzano, Bolzano, Italy|Azienda Ospedaliera Universitaria Policlinico Vittorio Emanuele, Catania, Italy|Azienda Ospedaliera-Universitaria S.Anna c/o Nuovo Arcispedale S. Anna, Cona, Italy|Azienda Ospedaliera Santa Croce e Carle, Cuneo, Italy|Università di Firenze, Firenze, Italy|Azienda Ospedaliera Universitaria Di Messina, Messina, Italy|Istituto Ortopedico Gaetano Pini, Milano, Italy|Azienda Ospedaliera Universitaria Policlinico di Modena, Modena, Italy|Policlinico Universitario Monserrato, Monserrato, Italy|Asl Napoli 1 centro, Napoli, Italy|Ospedale Maggiore di Parma, Parma, Italy|Fondazione IRCCS Policlinico San Matteo, Pavia, Italy|Azienda Ospedaliera San Camillo Forlanini, Roma, Italy|Istituto Clinico Humanitas, Rozzano, Italy|Ospedale SS Annunziata, Sassari, Italy|Azienda Ospedaliera Universitaria Città della Salute e della Scienza, Torino, Italy|Ospedale Santa Chiara, Trento, Italy|Azienda Sanitaria Universitaria Integrata di Udine Sanata Maria della Misericordia, Udine, Italy|Azienda Ospedaliera Universitaria Integrata Verona - Policlinico GB Rossi, Verona, Italy",,"https://ClinicalTrials.gov/show/NCT03100253"
303,"NCT01337388","An Observational Study of RoActemra/Actemra (Tocilizumab) in Smoking Versus Non-Smoking Patients With Rheumatoid Arthritis",,"Completed","No Results Available","Rheumatoid Arthritis",,"Change in disease activity score (DAS 28)|Treatment patterns (frequency/dosage) and demographics of patients treated with RoActemra/Actemra in routine clinical practice|Safety: Incidence of adverse events|Quality of life: Health assessment questionnaire Disease Index (HAQ-DI), Functional Assessment of Chronic Illness Therapy- Fatigue (FACIT-Fatigue) questionnaire|Rate of patients achieving remission (DAS <2.6)|Change in blood lipids|Clinical response (DAS 28/blood chemistry/QoL) with or without methotrexate","Hoffmann-La Roche","All","18 Years and older   (Adult, Older Adult)",,"197","Industry","Observational","Observational Model: Cohort|Time Perspective: Prospective","ML25492","August 2010","October 2013","October 2013","April 18, 2011",,"November 2, 2016","Bergen, Norway|Drammen, Norway|Gjettum, Norway|Kristiansand, Norway|Levanger, Norway|Lillehammer, Norway|Skien, Norway|Trondheim, Norway|Ålesund, Norway|Eskilstuna, Sweden|Falun, Sweden|Farsta, Sweden|Göteborg, Sweden|Kalmar, Sweden|Karlstad, Sweden|Kristianstad, Sweden|Linkoeping, Sweden|Lulea, Sweden|Malmo, Sweden|Oerebro, Sweden|Oskarstroem, Sweden|Simrishamn, Sweden|Skoevde, Sweden|Stockholm, Sweden|Stockholm, Sweden|Uddevalla, Sweden|Uppsala, Sweden|Västerås, Sweden|Östersund, Sweden",,"https://ClinicalTrials.gov/show/NCT01337388"
304,"NCT01791205","ARMONIA: An Observational Study of Biologic Drugs in Monotherapy or Combination With DMARDs in Italian Clinical Practice and the Efficacy and Safety of RoActemra/Actemra (Tocilizumab) Monotherapy in Patients With Rheumatoid Arthritis",,"Completed","Has Results","Rheumatoid Arthritis",,"Phase I: Number of Participants With Demographic Characteristics in Monotherapy and Combination Therapy|Phase I: Number of Participants With Disease Duration in Monotherapy and Combination Therapy|Phase I: Number of Participants With Comorbidity in Monotherapy and Combination Therapy|Phase I: Number of Participants With Autoantibody Status (Rheumatoid Factor and Anti-cyclic Citrullinated Protein Antibodies) in Monotherapy and Combination Therapy|Phase I: Number of Participants With Health Assessment Questionnaire- Disability Index in Monotherapy and Combination Therapy|Phase I: Number of Participants With Disease Activity Score 28 in Monotherapy and Combination Therapy|Phase I: Number of Participants With C-Reactive Protein Value and Erythrocyte Sedimentation Rate in Monotherapy and Combination Therapy|Phase I: Number of Participants With Clinical Disease Activity Index in Monotherapy and Combination Therapy|Phase I: Number of Participants With Simplified Disease Activity Index in Monotherapy and Combination Therapy|Phase I: Number of Participants With Duration of Combination Therapy Before Monotherapy in Monotherapy and Combination Therapy|Phase I: Number of Participants Treatment Line in Which Monotherapy Has Been Adopted in Monotherapy|Phase I: Number of Biologics Administered as Monotherapy in Monotherapy and Combination Therapy|Phase I: Number of Participants With Prevalence of Previous Therapy Switches and Swaps in Monotherapy and Combination Therapy|Phase I: Number of Participants With Reasons Leading to the Use of Biologic in Monotherapy|Phase II: Percentage of Participants Who Retained on Tocilizumab Monotherapy|Phase II: Retention Rate in Therapy, Percentage of Participants Achieving DAS 28 ESR <2.6 and <3.2 at Month 18|Phase I: Median Disease Duration in Monotherapy and Combination Therapy|Phase I: Percentage of Participants With Comorbidity in Monotherapy and Combination Therapy|Phase I: Mean Health Assessment Questionnaire-Disability Index in Monotherapy and Combination Therapy|Phase I: Percentage of Participants Who Started Treatment With a Biologic Drug in Monotherapy and Percentage of Participants Who Stopped a DMARDs While Taking a Biologic Drug in Combination Therapy|Phase I: Number of Participants Receiving a Biologic Drug as Monotherapy at Different Treatment Lines|Phase I: Number of Participants With at Least One Previous Treatment With Biologics Drug as a Monotherapy in Monotherapy and Combination Therapy|Phase I: Percentage of Participants With Prevalence of Previous Therapy Switches and Swaps in Monotherapy and Combination Therapy|Phase I: Median DAS28 at Study Entry in Monotherapy and Combination Therapy|Phase I: Number of Participants With CDAI Scores at Study Entry in Monotherapy and Combination Therapy|Phase I: Number of Participants With SDAI Scores at Study Entry in Monotherapy and Combination Therapy|Phase I: Mean Tender Joints and Swollen Joints as Disease Activity at Study Entry in Monotherapy and Combination Therapy|Phase I: Percentage of Participants Treated With Corticosteroids at Study Entry in Monotherapy and Combination Therapy|Phase I: Mean Dose of Corticosteroids At Study Entry in Monotherapy and Combination Therapy|Phase I: Mean Duration of Previous Treatment With a Biologic Drug in Monotherapy and Combination Therapy|Phase I: Mean Duration of Treatment With A Biologic Drug in Combination With DMARDs Before Monotherapy|Phase II: Percentage of Participants Maintaining Delta DAS 28 CRP of >= 0.6 at Months 3, 6, 12, and 18|Phase II: Percentage of Participants Maintaining Delta DAS28 ESR >= 0.6 at Months 3, 6, 12, and 18|Phase II: Percentage of Participants Achieving DAS28 CRP Remission (< 2.6) and Low Disease Activity (<3.2) at Months 3, 6, 12, and 18|Phase II: Percentage of Participants Achieving DAS 28 ESR (< 2.6) and Low Disease Activity (<3.2) at Months 3, 6, 12, and 18|Phase II: Percentage of Participants Achieving CDAI Remission (< 2.8) at Months 3, 6, 12, and 18|Phase II: Percentage of Participant Achieving SDAI Remission (< 3.3) at Months 3, 6, 12, and 18|Phase II: Mean Change From Baseline in TJC And SJC at Months 3, 6, 12, and 18|Phase II: Mean Change From Baseline in Dose of Corticosteroids at Months 3, 6, 12, and 18|Phase II: Percentage of Participants With Delta HAQ >= 0.21 at Months 3, 6, 12, and 18|Phase II: Mean VAS Fatigue Score Overtime|Phase II: Number of Participants With Any Adverse Events, Any Serious Adverse Events, Adverse Events of Special Interest, and Tubercular Events|Phase II: Number of Participants With Retention in Therapy Without Interruption Due to Side Effects|Phase II: Number of Side Effects That Had Not Induced Discontinuation of Treatment|Phase II: Number of Side Effects That Induced Transient Interruption of Treatment|Phase II: Mean Change From Baseline in Hemoglobin Levels Over Time|Phase II: Mean Change From Baseline in Hematocrit, Neutrophils, Eosinophils, Basophils, Lymphocytes, and Monocytes Over Time|Phase II: Mean Change From Baseline in Red Blood Cells, White Blood Cells, and Platelets Over Time|Phase II: Mean Change From Baseline in Total Cholesterol, Low-density and High-density Lipoprotein Cholesterol, Triglycerides, Total Bilirubin, Direct Bilirubin, Glucose, Creatinine, Blood Urea Nitrogen Levels Over Time|Phase II: Mean Change From Baseline in Aspartate Transaminase, Alanine Transaminase, Gamma-glutamyl Transpeptidase, and Alkaline Phosphatase Levels Over Time|Phase II: Mean Change From Baseline in Serum Electrophoresis Parameters Over Time","Hoffmann-La Roche","All","18 Years and older   (Adult, Older Adult)",,"304","Industry","Observational","Observational Model: Cohort","ML28552","May 2013","October 2014","October 2014","February 13, 2013","January 10, 2017","January 10, 2017","Reggio Calabria, Calabria, Italy|Napoli, Campania, Italy|Telese Terme, Campania, Italy|Bologna, Emilia-Romagna, Italy|Roma, Lazio, Italy|Roma, Lazio, Italy|Roma, Lazio, Italy|Roma, Lazio, Italy|Legnano, Lombardia, Italy|Milano, Lombardia, Italy|Milano, Lombardia, Italy|Monza, Lombardia, Italy|Pavia, Lombardia, Italy|Ancona, Marche, Italy|Jesi, Marche, Italy|Torino, Piemonte, Italy|Torino, Piemonte, Italy|Bari, Puglia, Italy|Martina Franca, Puglia, Italy|Sassari, Sardegna, Italy|Firenze, Toscana, Italy|Pisa, Toscana, Italy|Prato, Toscana, Italy|Siena, Toscana, Italy|Perugia, Umbria, Italy|Cona (Ferrara), Veneto, Italy|Padova, Veneto, Italy|Verona, Veneto, Italy",,"https://ClinicalTrials.gov/show/NCT01791205"
305,"NCT02679001","A Comparative Study to Observe the Effect of Concomitant Use of Corticosteroid Treatment in Rheumatoid Arthritis (RA) Participants Who Are Treated With a Tumor Necrosis Factor (TNF) Inhibitor or Tocilizumab (TCZ) as Their Second Biological Treatment.",,"Completed","No Results Available","Rheumatoid Arthritis","Drug: TNF inhibitor/TCZ","Percentage of participants with a decrease in dose of oral corticosteroids during the study|Percentage of participants achieving C59CDAI remission (</=2.8)|Percentage of participants achieving CDAI LDA (</=10)|Percentage of participants using non-biologic disease-modifying anti-rheumatic drugs (C58MARDs) at treatment initiation and at the end of observation period|Percentage of participants for whom non-biologic DMARDs was added during observation period|Percentage of participants with dose change in biological treatment during study|Percentage of participants with use of oral corticosteroids at treatment initiation and at end of study|Percentage of participants who started or stopped oral corticosteroid treatment during the study period|Percentage of participants with increased/decreased/stable dose of corticosteroids from baseline to end of study|Percentage of participants with change in dose of corticosteroids during study but with same dose at study end as at baseline|Cumulated doses of oral corticosteroids during study period|Number of corticosteroids including but not limited to intra-articular, intravenously, inhaled, topical and/or intramuscular/subcutaneous injections|Cumulated doses of corticosteroids including but not limited to intra-articular, intravenously, inhaled, topical and/or intramuscular/subcutaneous injections|Cumulated doses of all corticosteroids during study period|Mean dose of corticosteroids at start and end of study|Mean change from baseline to end of study of corticosteroids|Mean change from baseline to end of study in DAS28 (sedimentation rate [SR]) score|Mean change from baseline to end of study in DAS28 (C-Reactive Protein [CRP]) score|Mean change from baseline to end of study in crohns disease activity index (CDAI) score|Mean change from baseline to end of study in swollen 28 joint count|Mean change from baseline to end of study in tender 28 joint count|Mean change from baseline to end of study in Physician Global Assessment of disease activity (Visual Analogue Scale [VAS] scale)|Mean change from baseline to end of study in Patient Global Assessment of disease activity (VAS scale)|Mean change from baseline to end of study in Health Assessment Questionnaire Disability Index (HAQ-DI)|Mean change from baseline to end of study in Severity of pain (VAS scale)|Mean change from baseline to end of study in EULAR response|Percentage of participants achieving DAS28 remission (less than or equal to [</=] 2.6)|Percentage of participants achieving DAS 28 Low Disease Activity (LDA) (</=3.2)","Hoffmann-La Roche","All","18 Years and older   (Adult, Older Adult)",,"200","Industry","Observational","Observational Model: Other|Time Perspective: Cross-Sectional","ML29933","March 24, 2016","December 7, 2017","December 7, 2017","February 10, 2016",,"July 26, 2018","Arvika Sjukhus; Reumatologimottagningen - Medicinmottagningen, Arvika, Sweden|Mälarsjukhuset; Reumatologkliniken, Eskilstuna, Sweden|Karolinska University Hospital, Huddinge; Rheumatology, Huddinge, Sweden|Blekingesjukhuset Karlskrona; Medicin, Rheumatology, Karlskrona, Sweden|Skånes Universitetssjukhus Malmö; Reumatologkliniken, Malmo, Sweden|Capio Citykliniken, Reumatologen, Malmö, Sweden|Örebro Uni Hospital; Rheumatology, Oerebro, Sweden|Kaernsjukhuset; Dept of Medicine, Skoevde, Sweden|Danderyds Sjukhus Ab; Rheumatology, Stockholm, Sweden|Lasarettet Trelleborg;Reumatologmottagningen, Trelleborg, Sweden|Akademiska sjukhuset, Reumatologkliniken, Uppsala, Sweden",,"https://ClinicalTrials.gov/show/NCT02679001"
306,"NCT02901496","Ectopic Adipose Tissue, Exercise Training and IL-6",,"Unknown status","No Results Available","Adiposity","Behavioral: Endurance Exercise Training|Behavioral: Resistance Exercise Training|Behavioral: No Exercise|Drug: Tocilizumab|Drug: Placebo","Changes in visceral fat mass|Epicardial adipose tissue|Gastric emptying","Rigshospitalet, Denmark","All","18 Years to 100 Years   (Adult, Older Adult)","Not Applicable","70","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Investigator)|Primary Purpose: Other","H-16018062","August 2016","November 2017","November 2017","September 15, 2016",,"October 13, 2017","Rigshospitalet, Centre of Inflammation and Metabolism (CIM) Centre for Physical Activity Research (CFAS), Copenhagen, Denmark",,"https://ClinicalTrials.gov/show/NCT02901496"
307,"NCT00938444","Evaluation of the BRADA and ABILHAND Questionnaires",,"Completed","No Results Available","Rheumatoid Arthritis",,"Evaluation of the BRADA and ABILHAND questionnaires to detect clinically important changes over time.","University Hospital, Ghent|Roche Pharma AG","All","18 Years and older   (Adult, Older Adult)",,"80","Other|Industry","Observational","Observational Model: Cohort|Time Perspective: Prospective","2009/190|ML22613","June 2009","December 2010","December 2010","July 13, 2009",,"July 14, 2011","Jan Palfijn, Merksem, Antwerpen, Belgium|ASZ, Aalst, Belgium|Clinique St. Luc, Bouge, Belgium|CHU Brugmann, Brussel, Belgium|UCL St. Luc, Brussel, Belgium|UZA, Edegem, Belgium|AZ Sint-Lucas, Gent, Belgium|University Hospital Ghent, Ghent, Belgium|Reuma Instituut, Hasselt, Belgium|AZ Groeninge, Kortrijk, Belgium|UZ Gasthuisberg, Leuven, Belgium|CHU de Liège, Luik, Belgium|CH Notre Dame - R Fabiola, Montignies-sur-Sambre, Belgium|Clinique St. Pierre, Ottignies, Belgium|Clinique St. Vincent, Rocourt, Belgium|Heilig Hartziekenhuis, Roeselare, Belgium|AZ Alma, Sijsele, Belgium|Hôpital de Jolimont, Soignies, Belgium|UCL Mont-Godinne, Yvoir, Belgium",,"https://ClinicalTrials.gov/show/NCT00938444"
308,"NCT04322773","Anti-il6 Treatment of Serious COVID-19 Disease With Threatening Respiratory Failure","TOCIVID","Recruiting","No Results Available","Corona Virus Disease","Drug: RoActemra iv|Drug: RoActemra sc|Drug: Kevzara sc|Other: Standard medical care","Time to independence from supplementary oxygen therapy|Number of deaths|Days out of hospital and alive|Ventilator free days alive and out of hospital|C-reactive protein (CRP) level|Number of participants with serious adverse events","Marius Henriksen|Lars Erik Kristensen|Frederiksberg University Hospital","All","18 Years and older   (Adult, Older Adult)","Phase 2","200","Other","Interventional","Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","APPI2-CV-2020-01","April 5, 2020","June 1, 2021","June 1, 2021","March 26, 2020",,"April 7, 2020","Bispebjerg-Frederiksberg Hospital, Copenhagen, Denmark|Hillerød Hospital, Hillerød, Denmark",,"https://ClinicalTrials.gov/show/NCT04322773"
